scene,setup,room,object,
7,0,6,"00A4",
7,0,6,"0031",
7,0,6,"011C",
7,0,6,"0032",
7,0,6,"0024",
7,0,6,"015C",
7,0,6,"0154",
7,0,6,"00A8",
7,0,6,"0190",
7,0,6,"00B7",
7,0,7,"0069",
7,0,7,"0187",
7,0,7,"000E",
7,0,7,"00A4",
7,0,7,"0098",
7,0,7,"000D",
7,0,8,"0069",
7,0,8,"0187",
7,0,8,"000E",
7,0,8,"00A4",
7,0,8,"008B",
7,0,8,"0024",
7,0,8,"0085",
7,0,8,"011C",
7,0,9,"0069",
7,0,9,"0187",
7,0,9,"000E",
7,0,9,"00A4",
7,0,9,"008B",
7,0,9,"0085",
7,0,9,"005D",
7,0,9,"012F",
7,0,9,"011C",
7,0,9,"0179",
7,0,9,"0031",
7,0,10,"0069",
7,0,10,"0187",
7,0,10,"000E",
7,0,10,"00A4",
7,0,10,"012F",
7,0,10,"0024",
7,0,10,"015C",
7,0,10,"0085",
7,0,11,"0069",
7,0,11,"0187",
7,0,11,"000E",
7,0,11,"00A4",
7,0,11,"0098",
7,0,11,"0179",
7,0,11,"011C",
7,0,12,"0069",
7,0,12,"0187",
7,0,12,"000E",
7,0,12,"00A4",
7,0,12,"005D",
7,0,12,"00D4",
7,0,12,"00AA",
7,0,12,"00CD",
7,0,12,"000D",
7,0,12,"0024",
7,0,12,"015C",
7,0,12,"0031",
7,0,13,"0069",
7,0,13,"0187",
7,0,13,"000E",
7,0,13,"00A4",
7,0,13,"000D",
7,0,13,"0024",
7,0,14,"0069",
7,0,14,"0187",
7,0,14,"000E",
7,0,14,"00A4",
7,0,14,"0032",
7,0,15,"0069",
7,0,15,"0187",
7,0,15,"000E",
7,0,15,"00A4",
7,0,15,"005D",
7,0,15,"00D4",
7,0,15,"00CB",
7,0,15,"00DC",
7,0,15,"00F2",
7,0,16,"0069",
7,0,16,"0187",
7,0,16,"000E",
7,0,16,"00A4",
7,0,16,"000D",
7,0,16,"00D4",
7,0,16,"00DC",
7,0,16,"00F2",
7,0,16,"00CB",
7,0,16,"0190",
7,0,16,"00A8",
7,0,16,"00B7",
7,0,17,"0069",
7,0,17,"0187",
7,0,17,"000E",
7,0,17,"00A4",
7,0,17,"000B",
7,0,17,"00A6",
7,0,17,"0031",
7,0,17,"012F",
7,0,18,"0069",
7,0,18,"0187",
7,0,18,"000E",
7,0,18,"00A4",
7,0,18,"000D",
7,0,18,"0024",
7,0,18,"0085",
7,0,19,"0069",
7,0,19,"0187",
7,0,19,"000E",
7,0,19,"00A4",
7,0,19,"0098",
7,0,19,"0024",
7,0,19,"015C",
7,0,20,"0069",
7,0,20,"0187",
7,0,20,"000E",
7,0,20,"00A4",
7,0,20,"008D",
7,0,20,"0098",
7,0,20,"0024",
7,0,20,"015C",
7,0,21,"0069",
7,0,21,"0187",
7,0,21,"000E",
7,0,21,"00A4",
7,0,21,"0031",
7,0,21,"011C",
7,0,21,"0032",
7,0,21,"0024",
7,0,21,"015C",
7,0,21,"0154",
7,0,21,"00A8",
7,0,21,"0190",
7,0,21,"00B7",
7,0,22,"0069",
7,0,22,"0187",
7,0,22,"000E",
7,0,22,"00A4",
7,0,22,"00B0",
8,0,0,"008D",
8,0,0,"0187",
8,0,0,"000E",
8,0,0,"00A4",
8,0,0,"0098",
8,0,0,"0024",
8,0,0,"015C",
8,0,0,"0059",
8,0,0,"0163",
8,0,0,"000B",
8,0,0,"00AA",
8,0,0,"011F",
8,0,0,"0090",
8,0,0,"00B7",
8,0,1,"008D",
8,0,1,"0187",
8,0,1,"000E",
8,0,1,"00A4",
8,0,1,"0098",
8,0,1,"0024",
8,0,1,"015C",
8,0,1,"0059",
8,0,1,"0163",
8,0,1,"000B",
8,0,1,"00AA",
8,0,1,"011F",
8,0,1,"0090",
8,0,1,"00B7",
8,0,2,"008D",
8,0,2,"0187",
8,0,2,"000E",
8,0,2,"015C",
8,0,2,"0098",
8,0,2,"0024",
8,0,2,"00A4",
8,0,2,"0009",
8,0,3,"008D",
8,0,3,"0187",
8,0,3,"000E",
8,0,3,"00A4",
8,0,3,"0098",
8,0,3,"0024",
8,0,3,"015C",
8,0,3,"0059",
8,0,3,"0163",
8,0,3,"000B",
8,0,3,"00AA",
8,0,3,"011F",
8,0,3,"0090",
8,0,3,"00B7",
8,0,4,"008D",
8,0,4,"0187",
8,0,4,"000E",
8,0,4,"00A6",
8,0,4,"012B",
8,0,5,"008D",
8,0,5,"0187",
8,0,5,"000E",
8,0,5,"00A4",
8,0,5,"0098",
8,0,5,"0024",
8,0,5,"015C",
8,0,5,"0059",
8,0,5,"0163",
8,0,5,"000B",
8,0,5,"00AA",
8,0,5,"011F",
8,0,5,"0090",
8,0,5,"00B7",
8,0,6,"008D",
8,0,6,"0187",
8,0,6,"00A2",
8,0,6,"000D",
8,0,6,"0024",
8,0,6,"00AA",
8,0,6,"015C",
9,0,0,"006B",
9,0,0,"0016",
9,0,0,"011F",
9,0,0,"0114",
9,0,0,"0179",
9,0,0,"0024",
9,0,0,"015C",
9,0,0,"0190",
9,0,0,"00A8",
9,0,0,"0183",
9,0,0,"000E",
9,0,0,"0154",
9,0,0,"000D",
9,0,1,"006B",
9,0,1,"0016",
9,0,1,"011F",
9,0,1,"0114",
9,0,1,"0179",
9,0,1,"0024",
9,0,1,"015C",
9,0,1,"0190",
9,0,1,"00A8",
9,0,1,"0183",
9,0,1,"000E",
9,0,1,"0154",
9,0,1,"000D",
9,0,2,"006B",
9,0,2,"0016",
9,0,2,"011F",
9,0,2,"0114",
9,0,2,"0179",
9,0,2,"0024",
9,0,2,"015C",
9,0,2,"0190",
9,0,2,"00A8",
9,0,2,"0183",
9,0,2,"000E",
9,0,2,"0154",
9,0,2,"000D",
9,0,3,"006B",
9,0,3,"0016",
9,0,3,"011F",
9,0,3,"0114",
9,0,3,"0179",
9,0,3,"0024",
9,0,3,"015C",
9,0,3,"0190",
9,0,3,"00A8",
9,0,3,"0183",
9,0,3,"000E",
9,0,3,"0154",
9,0,3,"000D",
9,0,4,"006B",
9,0,4,"0016",
9,0,4,"011F",
9,0,4,"0114",
9,0,4,"0179",
9,0,4,"0024",
9,0,4,"015C",
9,0,4,"0190",
9,0,4,"00A8",
9,0,4,"0183",
9,0,4,"000E",
9,0,4,"0154",
9,0,4,"000D",
9,0,5,"006B",
9,0,5,"0016",
9,0,5,"011F",
9,0,5,"0114",
9,0,5,"0179",
9,0,5,"0024",
9,0,5,"015C",
9,0,5,"0190",
9,0,5,"00A8",
9,0,5,"0183",
9,0,5,"000E",
9,0,5,"0154",
9,0,5,"000D",
9,0,6,"006B",
9,0,6,"0016",
9,0,6,"011F",
9,0,6,"0114",
9,0,6,"0179",
9,0,6,"0024",
9,0,6,"015C",
9,0,6,"0190",
9,0,6,"00A8",
9,0,6,"0183",
9,0,6,"000E",
9,0,6,"0154",
9,0,6,"000D",
9,0,7,"006B",
9,0,7,"008A",
9,0,7,"000E",
9,0,7,"0090",
9,0,7,"0032",
9,0,8,"006B",
9,0,8,"0016",
9,0,8,"011F",
9,0,8,"0114",
9,0,8,"0179",
9,0,8,"0024",
9,0,8,"015C",
9,0,8,"0190",
9,0,8,"00A8",
9,0,8,"0183",
9,0,8,"000E",
9,0,8,"0154",
9,0,8,"000D",
9,0,9,"006B",
9,0,9,"0016",
9,0,9,"011F",
9,0,9,"0114",
9,0,9,"0179",
9,0,9,"0024",
9,0,9,"015C",
9,0,9,"0190",
9,0,9,"00A8",
9,0,9,"0183",
9,0,9,"000E",
9,0,9,"0154",
9,0,9,"000D",
9,0,10,"006B",
9,0,10,"0016",
9,0,10,"011F",
9,0,10,"0114",
9,0,10,"0179",
9,0,10,"0024",
9,0,10,"015C",
9,0,10,"0190",
9,0,10,"00A8",
9,0,10,"0183",
9,0,10,"000E",
9,0,10,"0154",
9,0,10,"000D",
9,0,11,"006B",
9,0,11,"0016",
9,0,11,"011F",
9,0,11,"0114",
9,0,11,"0179",
9,0,11,"0024",
9,0,11,"015C",
9,0,11,"0190",
9,0,11,"00A8",
9,0,11,"0183",
9,0,11,"000E",
9,0,11,"0154",
9,0,11,"000D",
11,0,0,"004D",
11,0,0,"00A4",
11,0,0,"000E",
11,0,0,"0090",
11,0,0,"00B9",
11,0,0,"0177",
11,0,0,"012F",
11,0,1,"004D",
11,0,1,"000E",
11,0,1,"0090",
11,0,1,"0106",
11,0,1,"0183",
11,0,2,"004D",
11,0,2,"002C",
11,0,2,"011F",
11,0,2,"000E",
11,0,2,"0090",
11,0,2,"018E",
11,0,2,"011C",
11,0,2,"000B",
11,0,2,"006B",
11,0,2,"0114",
11,0,3,"004D",
11,0,3,"000E",
11,0,3,"0090",
11,0,3,"0190",
11,0,3,"00A8",
11,0,3,"00A4",
11,0,3,"0032",
11,0,3,"0024",
11,0,3,"006B",
11,0,4,"004D",
11,0,4,"000E",
11,0,4,"0090",
11,0,4,"000D",
11,0,4,"011C",
11,0,4,"017F",
11,0,4,"002C",
11,0,5,"004D",
11,0,5,"000E",
11,0,5,"0090",
11,0,5,"00B7",
11,0,5,"0106",
11,0,5,"0025",
11,0,6,"004D",
11,0,6,"002B",
11,0,6,"005D",
11,0,6,"011C",
11,0,6,"00A4",
11,0,6,"000E",
11,0,6,"0179",
11,0,6,"0170",
11,0,6,"000B",
11,0,7,"004D",
11,0,7,"000E",
11,0,7,"0090",
11,0,7,"0038",
11,0,7,"000C",
11,0,7,"001B",
11,0,8,"004D",
11,0,8,"002B",
11,0,8,"005D",
11,0,8,"011C",
11,0,8,"00A4",
11,0,8,"000E",
11,0,8,"0179",
11,0,8,"0170",
11,0,8,"000B",
11,0,9,"004D",
11,0,9,"000E",
11,0,9,"0090",
11,0,9,"00B5",
11,0,9,"0021",
11,0,9,"0059",
11,0,9,"013B",
11,0,9,"011C",
11,0,9,"0026",
11,0,9,"0036",
11,0,9,"0056",
11,0,9,"000B",
11,0,10,"004D",
11,0,10,"000E",
11,0,10,"0090",
11,0,10,"00E5",
11,0,10,"0114",
13,0,0,"0179",
13,0,0,"005D",
13,0,0,"0106",
13,0,0,"0038",
13,0,0,"0085",
13,0,0,"00A4",
13,0,1,"0179",
13,0,1,"000E",
13,0,1,"009A",
13,0,1,"0168",
13,0,1,"004A",
13,0,2,"0179",
13,0,2,"006B",
13,0,2,"000E",
13,0,2,"0085",
13,0,2,"00E5",
13,0,2,"013A",
13,0,2,"00A6",
13,0,2,"0114",
13,0,2,"00B7",
13,0,3,"0179",
13,0,3,"006B",
13,0,3,"0114",
13,0,3,"000D",
13,0,3,"000E",
13,0,3,"0090",
13,0,4,"0179",
13,0,4,"006B",
13,0,4,"00ED",
13,0,4,"00CA",
13,0,4,"00BA",
13,0,4,"0075",
13,0,5,"0179",
13,0,5,"00AA",
13,0,5,"0069",
13,0,5,"0032",
13,0,5,"00A4",
13,0,6,"0179",
13,0,6,"0069",
13,0,6,"011C",
13,0,6,"0190",
13,0,6,"00A8",
13,0,6,"0038",
13,0,6,"008B",
13,0,6,"000E",
13,0,6,"0090",
13,0,7,"0179",
13,0,7,"0069",
13,0,7,"00ED",
13,0,7,"00BA",
13,0,7,"00BC",
13,0,7,"0075",
13,0,8,"0179",
13,0,8,"002C",
13,0,8,"008B",
13,0,8,"011C",
13,0,8,"00B7",
13,0,8,"011F",
13,0,9,"0179",
13,0,9,"000E",
13,0,9,"0090",
13,0,9,"001B",
13,0,9,"0025",
13,0,10,"0179",
13,0,10,"001B",
13,0,10,"00ED",
13,0,10,"00BA",
13,0,10,"00A7",
13,0,10,"0075",
13,0,10,"0024",
13,0,11,"0179",
13,0,11,"001B",
13,0,11,"00ED",
13,0,11,"00BA",
13,0,11,"00A7",
13,0,11,"0075",
13,0,11,"0024",
13,0,12,"0179",
13,0,12,"000E",
13,0,12,"0090",
13,0,12,"0069",
13,0,12,"0031",
13,0,12,"005D",
13,0,12,"008B",
13,0,12,"00A4",
13,0,13,"0179",
13,0,13,"00F1",
13,0,13,"016D",
13,0,13,"00BA",
13,0,13,"00ED",
13,0,13,"0087",
13,0,13,"0075",
13,0,14,"0179",
13,0,14,"002C",
13,0,14,"0025",
13,0,14,"005D",
13,0,14,"011C",
13,0,14,"009A",
13,0,14,"008B",
13,0,15,"0179",
13,0,15,"002C",
13,0,15,"00BA",
13,0,15,"00ED",
13,0,15,"009D",
13,0,15,"0075",
13,0,16,"0179",
13,0,16,"000E",
13,0,16,"009A",
13,0,16,"0168",
13,0,16,"004A",
13,0,17,"0179",
13,0,17,"016C",
13,0,17,"0106",
13,0,17,"0025",
13,0,17,"000D",
13,0,18,"0179",
13,0,18,"012A",
13,0,18,"00AB",
13,0,18,"000E",
13,0,18,"0090",
13,0,18,"00A4",
13,0,18,"0163",
13,0,18,"000B",
13,0,18,"000E",
13,0,18,"0090",
13,0,18,"0098",
13,0,18,"005D",
13,0,19,"0179",
13,0,19,"0072",
13,0,19,"0073",
13,0,19,"00BA",
13,0,19,"00ED",
13,0,19,"00B3",
13,0,19,"0075",
