scene,name,description,setup,room,actorId,posX,posY,posZ,rotX,rotY,rotZ,actorParams,frontRoom,backRoom,
9,ice_doukutu,Ice Cavern,0,6,"01C7",-1571,473,422,0,0,0,"0001",,,
9,ice_doukutu,Ice Cavern,0,6,"01C7",-1412,398,246,0,0,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,6,"01C7",-1328,385,215,0,0,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,6,"01C7",-1231,350,170,0,0,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,6,"00EF",-1459,267,625,0,0,0,"0111",,,
9,ice_doukutu,Ice Cavern,0,6,"00EF",-1488,271,676,0,0,0,"0012",,,
9,ice_doukutu,Ice Cavern,0,6,"00EF",-1422,265,586,0,0,0,"0013",,,
9,ice_doukutu,Ice Cavern,0,6,"0121",-1513,246,560,0,32769,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,6,"0121",-1508,209,358,0,25667,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,7,"01AF",-1096,282,964,0,39504,0,"1401",,,
9,ice_doukutu,Ice Cavern,0,7,"0048",-1108,290,660,0,0,0,"0008",,,
9,ice_doukutu,Ice Cavern,0,7,"01C8",-895,278,1185,49152,8191,0,"FF02",,,
9,ice_doukutu,Ice Cavern,0,7,"000A",-1005,280,1068,0,8555,0,"15C2",,,
9,ice_doukutu,Ice Cavern,0,8,"01C7",951,172,-1217,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,8,"01C7",1029,172,-1217,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,8,"01C7",1187,172,-1217,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,8,"01C7",1063,365,-1300,0,0,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,8,"01C7",1088,351,-1505,0,0,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,8,"01C7",1141,402,-946,0,0,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,8,"01C7",1229,334,-1134,0,0,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,8,"01C7",1264,348,-890,0,0,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,8,"0121",1103,172,-1216,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,8,"0080",950,172,-1061,0,16384,0,"0710",,,
9,ice_doukutu,Ice Cavern,0,8,"0080",980,172,-1390,0,16384,0,"0910",,,
9,ice_doukutu,Ice Cavern,0,9,"0013",429,356,-2385,0,21844,0,"0004",,,
9,ice_doukutu,Ice Cavern,0,9,"0013",451,340,-2601,0,0,0,"0004",,,
9,ice_doukutu,Ice Cavern,0,9,"0013",963,303,-2046,0,45694,0,"0004",,,
9,ice_doukutu,Ice Cavern,0,9,"011B",603,202,-2468,20,0,20,"6889",,,
9,ice_doukutu,Ice Cavern,0,9,"0121",577,22,-2212,0,0,0,"FFFF",,,
9,ice_doukutu,Ice Cavern,0,9,"0080",600,22,-2467,0,0,0,"4520",,,
9,ice_doukutu,Ice Cavern,0,9,"0015",1171,182,-2258,0,0,0,"2203",,,
9,ice_doukutu,Ice Cavern,0,9,"0015",1212,182,-2213,0,0,0,"2303",,,
9,ice_doukutu,Ice Cavern,0,9,"0015",1166,182,-2173,0,0,0,"2403",,,
9,ice_doukutu,Ice Cavern,0,9,"0111",366,213,-2036,0,0,0,"5A14",,,
9,ice_doukutu,Ice Cavern,0,9,"00F0",602,226,-2468,0,0,0,"FFFF",,,
9,ice_doukutu,Ice Cavern,0,9,"00EF",366,213,-2036,0,35500,0,"0106",,,
9,ice_doukutu,Ice Cavern,0,9,"00EF",277,262,-2600,0,2731,0,"0007",,,
9,ice_doukutu,Ice Cavern,0,9,"0121",405,213,-2221,0,29490,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,9,"0121",993,162,-2216,0,50608,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,9,"000A",275,262,-2608,0,36592,0,"0820",,,
9,ice_doukutu,Ice Cavern,0,11,"0013",1099,17,669,0,30400,0,"0003",,,
9,ice_doukutu,Ice Cavern,0,11,"0013",1216,68,671,0,30948,0,"0003",,,
9,ice_doukutu,Ice Cavern,0,11,"0013",1461,-41,412,0,47150,0,"0003",,,
9,ice_doukutu,Ice Cavern,0,11,"0015",1261,-71,68,0,0,0,"0106",,,
9,ice_doukutu,Ice Cavern,0,11,"0095",1338,143,186,0,36410,0,"8A04",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1159,-71,552,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1191,-71,565,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1223,-71,195,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1226,-71,549,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1256,-71,202,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1266,-71,559,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1296,-71,200,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1316,-71,470,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1321,-71,404,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1336,-71,343,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1341,-71,438,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1348,-71,382,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1361,-71,312,0,0,0,"0000",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1186,150,66,0,0,0,"0001",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1346,150,110,0,0,0,"0001",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1026,150,296,0,43692,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1058,150,369,0,45512,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1091,150,274,0,49152,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1148,150,347,0,47333,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,11,"01C7",1251,150,356,0,45512,0,"0002",,,
9,ice_doukutu,Ice Cavern,0,11,"00F0",1493,-22,413,0,0,0,"FFFF",,,
9,ice_doukutu,Ice Cavern,0,11,"00EF",1201,-72,643,0,49152,0,"000E",,,
9,ice_doukutu,Ice Cavern,0,11,"00EF",1261,-71,68,0,0,0,"000F",,,
9,ice_doukutu,Ice Cavern,0,11,"000A",1201,-71,649,0,0,0,"0801",,,
10,ganon,Ganon's Tower,0,-1,"002E",0,300,506,0,32769,0,"008A",3,2,
10,ganon,Ganon's Tower,0,-1,"002E",-506,560,0,0,16384,0,"007F",5,4,
10,ganon,Ganon's Tower,0,-1,"002E",506,40,0,0,49152,0,"007F",1,0,
10,ganon,Ganon's Tower,0,-1,"002E",-400,0,0,0,16384,0,"007F",7,0,
10,ganon,Ganon's Tower,0,-1,"002E",0,260,-400,0,0,0,"008A",1,2,
10,ganon,Ganon's Tower,0,-1,"002E",400,520,0,0,49152,0,"007F",3,4,
10,ganon,Ganon's Tower,0,-1,"002E",0,800,500,0,0,0,"0154",8,5,
10,ganon,Ganon's Tower,0,-1,"002E",500,800,0,0,49152,0,"0154",6,8,
10,ganon,Ganon's Tower,0,-1,"002E",0,1520,500,0,0,0,"0154",9,6,
10,ganon,Ganon's Tower,0,0,"003B",-13,0,29,0,0,0,"00FF",,,
10,ganon,Ganon's Tower,0,0,"0025",26,0,-133,0,49152,0,"FFFE",,,
10,ganon,Ganon's Tower,0,0,"0025",35,0,119,0,49152,0,"FFFE",,,
10,ganon,Ganon's Tower,0,0,"0008",232,120,237,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,0,"0008",240,120,-236,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,0,"0008",-236,120,-237,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,0,"0008",-235,120,239,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,1,"003B",534,120,-217,0,0,0,"00FF",,,
10,ganon,Ganon's Tower,0,1,"0008",645,180,-346,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,1,"0008",450,240,-538,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,1,"0008",491,180,-254,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,1,"0008",362,240,-382,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,1,"0008",-84,340,-519,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,2,"003B",174,260,29,0,0,0,"00FE",,,
10,ganon,Ganon's Tower,0,2,"0008",234,374,237,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,2,"0008",240,374,-238,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,2,"0008",-237,374,-238,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,2,"0008",-235,374,239,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,2,"0002",-183,260,-12,0,32769,0,"FFFF",,,
10,ganon,Ganon's Tower,0,2,"0002",161,260,-7,0,32769,0,"FFFF",,,
10,ganon,Ganon's Tower,0,2,"0049",2,260,-1,0,0,0,"6FCA",,,
10,ganon,Ganon's Tower,0,2,"0187",-94,260,-11,0,0,0,"2BFF",,,
10,ganon,Ganon's Tower,0,2,"000A",-1,260,-1,0,0,0,"27EB",,,
10,ganon,Ganon's Tower,0,3,"003B",37,300,622,0,0,0,"00FD",,,
10,ganon,Ganon's Tower,0,3,"0008",345,440,644,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,3,"0008",255,440,490,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,3,"0008",537,500,451,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,3,"0008",385,500,361,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,3,"0008",520,600,-84,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,4,"003B",37,520,-122,0,0,0,"00FC",,,
10,ganon,Ganon's Tower,0,4,"0113",-291,520,37,0,16384,0,"FF02",,,
10,ganon,Ganon's Tower,0,4,"0113",-290,520,-32,0,16384,0,"FF03",,,
10,ganon,Ganon's Tower,0,4,"0008",234,630,238,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,4,"0008",241,630,-236,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,4,"0008",-236,630,-236,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,4,"0008",-234,630,238,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,5,"003B",-650,560,16,0,0,0,"00FB",,,
10,ganon,Ganon's Tower,0,5,"0008",-644,720,446,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,5,"0008",-490,720,355,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,5,"0008",-363,780,484,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,5,"0008",-451,780,639,0,0,0,"03F4",,,
10,ganon,Ganon's Tower,0,6,"003B",18,1520,821,0,0,0,"00F9",,,
10,ganon,Ganon's Tower,0,7,"003B",323,-220,639,0,0,0,"00FF",,,
10,ganon,Ganon's Tower,0,7,"0013",83,140,572,0,0,0,"0000",,,
10,ganon,Ganon's Tower,0,7,"0013",225,140,650,0,0,0,"0000",,,
10,ganon,Ganon's Tower,0,7,"0013",365,140,575,0,0,0,"0000",,,
10,ganon,Ganon's Tower,0,7,"0013",-352,27,477,0,0,0,"0000",,,
10,ganon,Ganon's Tower,0,7,"0013",-519,160,7,0,0,0,"0000",,,
10,ganon,Ganon's Tower,0,7,"0013",-532,78,360,0,0,0,"0000",,,
10,ganon,Ganon's Tower,0,7,"0013",-173,-37,657,0,0,0,"0000",,,
10,ganon,Ganon's Tower,0,7,"005E",141,-220,460,0,0,0,"2400",,,
10,ganon,Ganon's Tower,0,7,"005E",294,-220,461,0,0,0,"2400",,,
10,ganon,Ganon's Tower,0,7,"005E",-587,0,-68,0,0,0,"2400",,,
10,ganon,Ganon's Tower,0,7,"005E",-454,0,-68,0,0,0,"2400",,,
10,ganon,Ganon's Tower,0,8,"003B",-7,780,197,0,0,0,"00FA",,,
10,ganon,Ganon's Tower,0,8,"0111",-422,800,-258,0,0,0,"400E",,,
10,ganon,Ganon's Tower,0,8,"0111",-382,800,-300,0,0,0,"4203",,,
10,ganon,Ganon's Tower,0,8,"0111",-342,800,-341,0,0,0,"440F",,,
10,ganon,Ganon's Tower,0,8,"0111",-298,800,-383,0,0,0,"460F",,,
10,ganon,Ganon's Tower,0,8,"0111",-257,800,-424,0,0,0,"4803",,,
10,ganon,Ganon's Tower,0,8,"0111",-382,800,-259,0,0,0,"4A09",,,
10,ganon,Ganon's Tower,0,8,"0111",-342,800,-300,0,0,0,"4C09",,,
10,ganon,Ganon's Tower,0,8,"0111",-301,800,-341,0,0,0,"4E03",,,
10,ganon,Ganon's Tower,0,8,"0111",-258,800,-383,0,0,0,"503F",,,
10,ganon,Ganon's Tower,0,8,"0111",418,800,-261,0,0,0,"523F",,,
10,ganon,Ganon's Tower,0,8,"0111",377,800,-301,0,0,0,"5409",,,
10,ganon,Ganon's Tower,0,8,"0111",338,800,-340,0,0,0,"5609",,,
10,ganon,Ganon's Tower,0,8,"0111",300,800,-380,0,0,0,"5803",,,
10,ganon,Ganon's Tower,0,8,"0111",260,800,-420,0,0,0,"5A03",,,
10,ganon,Ganon's Tower,0,8,"0111",378,800,-261,0,0,0,"5C03",,,
10,ganon,Ganon's Tower,0,8,"0111",337,800,-300,0,0,0,"5E3F",,,
10,ganon,Ganon's Tower,0,8,"0111",299,800,-340,0,0,0,"603F",,,
10,ganon,Ganon's Tower,0,8,"0111",260,800,-380,0,0,0,"6209",,,
11,men,Gerudo Training Ground,0,-1,"0023",800,-80,-1520,0,49152,0,"003F",6,8,
11,men,Gerudo Training Ground,0,-1,"002E",-1580,-80,-620,0,0,0,"009F",2,1,
11,men,Gerudo Training Ground,0,-1,"002E",-1579,160,-2167,0,0,0,"009C",3,2,
11,men,Gerudo Training Ground,0,-1,"002E",-1577,159,-3497,0,0,0,"008F",10,3,
11,men,Gerudo Training Ground,0,-1,"002E",-60,-80,-1100,0,0,0,"0025",8,0,
11,men,Gerudo Training Ground,0,-1,"002E",860,-80,-180,0,16384,0,"003F",0,7,
11,men,Gerudo Training Ground,0,-1,"002E",-980,-80,-180,0,16384,0,"003F",1,0,
11,men,Gerudo Training Ground,0,-1,"002E",-777,239,-2747,0,16384,0,"003F",3,4,
11,men,Gerudo Training Ground,0,-1,"002E",823,-81,-2748,0,16384,0,"0099",4,5,
11,men,Gerudo Training Ground,0,-1,"002E",1443,-81,-2408,0,32769,0,"004E",6,5,
11,men,Gerudo Training Ground,0,-1,"002E",1922,-240,-1464,0,49152,0,"008C",9,6,
11,men,Gerudo Training Ground,0,-1,"002E",1480,-79,-600,0,0,0,"009E",6,7,
11,men,Gerudo Training Ground,0,-1,"002E",-78,239,-2060,0,32769,0,"0095",8,4,
11,men,Gerudo Training Ground,0,-1,"002E",-540,-80,-1200,0,16384,0,"02C9",8,8,
11,men,Gerudo Training Ground,0,-1,"002E",-220,-80,-1360,0,16384,0,"02C1",8,8,
11,men,Gerudo Training Ground,0,-1,"002E",100,-80,-1360,0,49152,0,"02CA",8,8,
11,men,Gerudo Training Ground,0,-1,"002E",500,-80,-1280,0,0,0,"02C3",8,8,
11,men,Gerudo Training Ground,0,-1,"002E",-300,-80,-1600,0,0,0,"02C4",8,8,
11,men,Gerudo Training Ground,0,-1,"002E",-620,-80,-1920,0,0,0,"02C5",8,8,
11,men,Gerudo Training Ground,0,-1,"002E",-60,-80,-1840,0,49152,0,"02C6",8,8,
11,men,Gerudo Training Ground,0,-1,"002E",180,-80,-1920,0,32769,0,"02C7",8,8,
11,men,Gerudo Training Ground,0,-1,"002E",100,-80,-1680,0,16384,0,"02D7",8,8,
11,men,Gerudo Training Ground,0,0,"005E",-160,-24,-200,0,0,0,"2400",,,
11,men,Gerudo Training Ground,0,0,"005E",40,-24,-200,0,0,0,"2400",,,
11,men,Gerudo Training Ground,0,0,"0185",-43,-64,-629,0,0,11,"4C2F",,,
11,men,Gerudo Training Ground,0,0,"0185",468,-64,-188,0,0,11,"4C2F",,,
11,men,Gerudo Training Ground,0,0,"0185",-590,-74,-176,0,0,11,"4C2F",,,
11,men,Gerudo Training Ground,0,0,"012A",-64,201,-6,0,32769,0,"1A02",,,
11,men,Gerudo Training Ground,0,0,"000A",157,219,-400,0,24576,26,"8947",,,
11,men,Gerudo Training Ground,0,0,"000A",-280,215,-400,0,40960,26,"8893",,,
11,men,Gerudo Training Ground,0,0,"0183",-56,-20,-445,0,0,0,"FF41",,,
11,men,Gerudo Training Ground,0,1,"0002",-1629,-90,-19,0,20024,0,"0002",,,
11,men,Gerudo Training Ground,0,1,"0002",-1870,-90,-357,0,13107,0,"0002",,,
11,men,Gerudo Training Ground,0,1,"0185",-1395,-82,-233,0,0,69,"4C9F",,,
11,men,Gerudo Training Ground,0,1,"0187",-1606,-90,-123,0,0,0,"7C3C",,,
11,men,Gerudo Training Ground,0,1,"0080",-1150,-80,-281,0,0,0,"0510",,,
11,men,Gerudo Training Ground,0,1,"000A",-1674,120,-494,0,32769,31,"8840",,,
11,men,Gerudo Training Ground,0,2,"012D",-1580,360,-1006,16383,0,0,"FFC2",,,
11,men,Gerudo Training Ground,0,2,"012D",-1573,360,-1903,16383,0,0,"FFC2",,,
11,men,Gerudo Training Ground,0,2,"012D",-1218,360,-1636,16384,0,0,"FFC2",,,
11,men,Gerudo Training Ground,0,2,"012D",-1578,360,-1598,16384,0,0,"FFC2",,,
11,men,Gerudo Training Ground,0,2,"0011",-2345,193,-1438,0,16384,0,"1102",,,
11,men,Gerudo Training Ground,0,2,"0011",-1588,-80,-1328,0,0,0,"0001",,,
11,men,Gerudo Training Ground,0,2,"000C",-1575,160,-1785,0,0,0,"00FF",,,
11,men,Gerudo Training Ground,0,2,"000C",-1400,-80,-999,0,49152,0,"00FF",,,
11,men,Gerudo Training Ground,0,2,"000C",-1758,160,-1921,0,49152,0,"00FF",,,
11,men,Gerudo Training Ground,0,2,"0117",-1331,-80,-991,0,0,0,"1FDC",,,
11,men,Gerudo Training Ground,0,2,"0117",-1886,-80,-956,0,0,0,"1FDC",,,
11,men,Gerudo Training Ground,0,2,"0117",-1578,236,-999,0,0,0,"1FDC",,,
11,men,Gerudo Training Ground,0,2,"0117",-1626,182,-1461,0,0,0,"1FDC",,,
11,men,Gerudo Training Ground,0,2,"0117",-1886,160,-2133,0,0,0,"1FDC",,,
11,men,Gerudo Training Ground,0,2,"0117",-1580,-80,-804,0,32769,0,"015C",,,
11,men,Gerudo Training Ground,0,2,"0185",-1556,-40,-1268,0,0,69,"4E5C",,,
11,men,Gerudo Training Ground,0,2,"0130",-1221,519,-2061,0,0,1,"0000",,,
11,men,Gerudo Training Ground,0,2,"0130",-1945,433,-2063,0,0,1,"0001",,,
11,men,Gerudo Training Ground,0,2,"0187",-1583,105,-1113,0,0,0,"705A",,,
11,men,Gerudo Training Ground,0,3,"012D",-1013,399,-2747,16384,0,0,"FFC2",,,
11,men,Gerudo Training Ground,0,3,"01AF",-1603,159,-2483,0,0,0,"FF00",,,
11,men,Gerudo Training Ground,0,3,"01AF",-1321,159,-2578,0,0,0,"FF00",,,
11,men,Gerudo Training Ground,0,3,"01C1",-1159,159,-2747,0,49152,0,"FF00",,,
11,men,Gerudo Training Ground,0,3,"01AF",-1376,159,-2795,0,0,0,"FF01",,,
11,men,Gerudo Training Ground,0,3,"01AF",-1675,159,-2848,0,0,0,"FF01",,,
11,men,Gerudo Training Ground,0,3,"00FF",-1576,159,-3057,0,0,0,"0BC3",,,
11,men,Gerudo Training Ground,0,3,"00FF",-1576,-41,-3257,0,0,0,"0BC7",,,
11,men,Gerudo Training Ground,0,3,"0139",-1576,-41,-3257,0,0,0,"000B",,,
11,men,Gerudo Training Ground,0,3,"012A",-930,239,-2745,0,0,0,"0F00",,,
11,men,Gerudo Training Ground,0,3,"0185",-1573,231,-2930,0,0,11,"4DCB",,,
11,men,Gerudo Training Ground,0,3,"0185",-1421,159,-2511,0,0,69,"4E0F",,,
11,men,Gerudo Training Ground,0,3,"000A",-1331,159,-2857,0,32769,0,"7971",,,
11,men,Gerudo Training Ground,0,3,"01CD",-1157,279,-2747,0,49152,0,"0000",,,
11,men,Gerudo Training Ground,0,4,"012D",525,134,-2746,0,49152,0,"FFC2",,,
11,men,Gerudo Training Ground,0,4,"01C9",-27,239,-2211,0,20024,2,"02A8",,,
11,men,Gerudo Training Ground,0,4,"0112",-68,88,-2752,0,0,1,"1093",,,
11,men,Gerudo Training Ground,0,4,"0185",159,-66,-2746,0,0,69,"4D95",,,
11,men,Gerudo Training Ground,0,4,"000A",41,384,-2788,0,53339,21,"8843",,,
11,men,Gerudo Training Ground,0,4,"0061",-77,-161,-2747,0,0,0,"0015",,,
11,men,Gerudo Training Ground,0,4,"0062",-54,-16,-2692,64626,4187,0,"0015",,,
11,men,Gerudo Training Ground,0,4,"0062",-14,11,-2774,64626,20388,0,"0015",,,
11,men,Gerudo Training Ground,0,4,"0062",-100,2,-2803,64626,36956,0,"0015",,,
11,men,Gerudo Training Ground,0,4,"0062",-135,40,-2724,62805,53339,0,"0015",,,
11,men,Gerudo Training Ground,0,5,"0049",1446,-65,-2746,0,0,0,"2FD0",,,
11,men,Gerudo Training Ground,0,5,"0038",1271,-81,-2755,0,0,0,"FFFF",,,
11,men,Gerudo Training Ground,0,5,"0038",1594,-81,-2594,0,54614,0,"FFFF",,,
11,men,Gerudo Training Ground,0,5,"0013",1579,117,-2648,0,23301,0,"0000",,,
11,men,Gerudo Training Ground,0,5,"0013",1313,123,-2877,0,60622,0,"0000",,,
11,men,Gerudo Training Ground,0,5,"0040",1559,-21,-2458,0,32769,0,"FF01",,,
11,men,Gerudo Training Ground,0,5,"0040",1564,39,-3038,0,0,0,"FF01",,,
11,men,Gerudo Training Ground,0,5,"0040",1152,-81,-2865,0,16384,0,"FF01",,,
11,men,Gerudo Training Ground,0,5,"0040",1325,-21,-3038,0,0,0,"FF01",,,
11,men,Gerudo Training Ground,0,5,"0040",1733,-21,-2629,0,49152,0,"FF01",,,
11,men,Gerudo Training Ground,0,5,"0040",1732,-81,-2866,0,49152,0,"FF01",,,
11,men,Gerudo Training Ground,0,5,"0040",1559,-81,-2458,0,32769,0,"FF00",,,
11,men,Gerudo Training Ground,0,5,"0040",1564,-81,-3038,0,0,0,"FF00",,,
11,men,Gerudo Training Ground,0,5,"0040",1325,-81,-3038,0,0,0,"FF00",,,
11,men,Gerudo Training Ground,0,5,"0040",1564,-21,-3038,0,0,0,"FF00",,,
11,men,Gerudo Training Ground,0,5,"0040",1733,-81,-2629,0,49152,0,"FF00",,,
11,men,Gerudo Training Ground,0,5,"0112",1442,112,-2457,0,32768,1,"1AB0",,,
11,men,Gerudo Training Ground,0,5,"012A",1737,-100,-2867,0,0,0,"1000",,,
11,men,Gerudo Training Ground,0,5,"0185",1447,-65,-2744,0,0,69,"4D59",,,
11,men,Gerudo Training Ground,0,5,"012A",1563,69,-3066,0,0,0,"1902",,,
11,men,Gerudo Training Ground,0,5,"000A",1446,-65,-2748,0,49152,0,"5850",,,
11,men,Gerudo Training Ground,0,5,"000A",1441,-81,-3033,0,32769,0,"7952",,,
11,men,Gerudo Training Ground,0,6,"012D",1434,129,-2213,0,0,0,"FFC2",,,
11,men,Gerudo Training Ground,0,6,"0049",1129,-246,-1857,0,0,0,"2FFC",,,
11,men,Gerudo Training Ground,0,6,"0069",1355,-291,-1913,0,0,0,"FFFE",,,
11,men,Gerudo Training Ground,0,6,"0069",1656,-291,-1586,0,0,0,"FFFE",,,
11,men,Gerudo Training Ground,0,6,"0015",1054,-80,-1519,0,0,0,"0111",,,
11,men,Gerudo Training Ground,0,6,"01D1",1230,-237,-1491,0,0,6,"382C",,,
11,men,Gerudo Training Ground,0,6,"01D1",1330,-293,-1491,0,0,6,"382D",,,
11,men,Gerudo Training Ground,0,6,"005E",1437,-239,-1053,0,0,0,"2400",,,
11,men,Gerudo Training Ground,0,6,"005E",1503,-81,-2179,0,0,0,"2400",,,
11,men,Gerudo Training Ground,0,6,"005E",1829,-240,-1496,0,0,0,"2400",,,
11,men,Gerudo Training Ground,0,6,"0117",1320,-239,-1248,0,0,0,"1FCC",,,
11,men,Gerudo Training Ground,0,6,"0117",1558,-239,-1370,0,0,0,"1FCC",,,
11,men,Gerudo Training Ground,0,6,"0117",1134,-239,-1841,0,0,0,"1FCC",,,
11,men,Gerudo Training Ground,0,6,"0117",1437,30,-2193,0,0,0,"1FCC",,,
11,men,Gerudo Training Ground,0,6,"0117",1560,-239,-1861,0,0,0,"1FCC",,,
11,men,Gerudo Training Ground,0,6,"0117",1492,-214,-1558,0,0,0,"014C",,,
11,men,Gerudo Training Ground,0,6,"012A",1081,-239,-1375,0,0,0,"3C00",,,
11,men,Gerudo Training Ground,0,6,"0185",1483,-214,-784,0,0,11,"4D16",,,
11,men,Gerudo Training Ground,0,6,"0185",1433,3,-2310,0,0,11,"4D16",,,
11,men,Gerudo Training Ground,0,6,"0185",912,-47,-1525,0,0,11,"4D16",,,
11,men,Gerudo Training Ground,0,7,"0025",1494,-80,70,0,47333,0,"FFFE",,,
11,men,Gerudo Training Ground,0,7,"0025",1526,-59,-245,0,50972,0,"FFFE",,,
11,men,Gerudo Training Ground,0,7,"000C",1756,-80,-420,0,57345,0,"00FF",,,
11,men,Gerudo Training Ground,0,7,"000C",1819,-80,-264,0,48971,0,"00FF",,,
11,men,Gerudo Training Ground,0,7,"000C",1730,-80,75,0,40960,0,"00FF",,,
11,men,Gerudo Training Ground,0,7,"000C",1242,-80,96,0,24576,0,"00FF",,,
11,men,Gerudo Training Ground,0,7,"000C",1219,-80,-434,0,8191,0,"00FF",,,
11,men,Gerudo Training Ground,0,7,"000C",1397,-80,162,0,32769,0,"00FF",,,
11,men,Gerudo Training Ground,0,7,"000C",1817,-80,-108,0,49152,0,"00FF",,,
11,men,Gerudo Training Ground,0,7,"000C",1563,-80,163,0,32769,0,"00FF",,,
11,men,Gerudo Training Ground,0,7,"0015",1486,-20,204,0,0,0,"2203",,,
11,men,Gerudo Training Ground,0,7,"0015",1858,-19,-183,0,0,0,"2303",,,
11,men,Gerudo Training Ground,0,7,"0112",1481,112,-560,0,0,1,"1AE7",,,
11,men,Gerudo Training Ground,0,7,"008A",1481,-58,-179,0,0,0,"0A01",,,
11,men,Gerudo Training Ground,0,7,"0185",1251,-58,-374,0,0,69,"4C9E",,,
11,men,Gerudo Training Ground,0,7,"0187",1553,-59,-171,0,0,0,"785A",,,
11,men,Gerudo Training Ground,0,7,"000A",1481,120,-187,0,32769,30,"8841",,,
11,men,Gerudo Training Ground,0,8,"005E",-151,239,-1977,0,0,0,"2400",,,
11,men,Gerudo Training Ground,0,8,"005E",25,239,-1980,0,0,0,"2400",,,
11,men,Gerudo Training Ground,0,8,"005E",-157,200,-1181,0,0,0,"2400",,,
11,men,Gerudo Training Ground,0,8,"005E",38,200,-1181,0,0,0,"2400",,,
11,men,Gerudo Training Ground,0,8,"0185",-32,-80,-1400,0,0,69,"4C48",,,
11,men,Gerudo Training Ground,0,8,"000A",-60,200,-1599,0,0,0,"5844",,,
11,men,Gerudo Training Ground,0,8,"000A",182,-80,-1519,0,49152,0,"5D45",,,
11,men,Gerudo Training Ground,0,8,"000A",-641,-80,-1538,0,32769,0,"5AA6",,,
