scene,name,description,setup,room,object,
13,ganontika,Inside Ganon's Castle,0,3,"005D",
13,ganontika,Inside Ganon's Castle,0,3,"000D",
13,ganontika,Inside Ganon's Castle,0,3,"000B",
13,ganontika,Inside Ganon's Castle,0,4,"0179",
13,ganontika,Inside Ganon's Castle,0,4,"006B",
13,ganontika,Inside Ganon's Castle,0,4,"00ED",
13,ganontika,Inside Ganon's Castle,0,4,"00CA",
13,ganontika,Inside Ganon's Castle,0,4,"00BA",
13,ganontika,Inside Ganon's Castle,0,4,"0075",
13,ganontika,Inside Ganon's Castle,0,5,"0179",
13,ganontika,Inside Ganon's Castle,0,5,"0069",
13,ganontika,Inside Ganon's Castle,0,5,"00A4",
13,ganontika,Inside Ganon's Castle,0,5,"000D",
13,ganontika,Inside Ganon's Castle,0,5,"0183",
13,ganontika,Inside Ganon's Castle,0,5,"000E",
13,ganontika,Inside Ganon's Castle,0,5,"0090",
13,ganontika,Inside Ganon's Castle,0,6,"0179",
13,ganontika,Inside Ganon's Castle,0,6,"0069",
13,ganontika,Inside Ganon's Castle,0,6,"008B",
13,ganontika,Inside Ganon's Castle,0,6,"011C",
13,ganontika,Inside Ganon's Castle,0,6,"0190",
13,ganontika,Inside Ganon's Castle,0,6,"00A8",
13,ganontika,Inside Ganon's Castle,0,7,"0179",
13,ganontika,Inside Ganon's Castle,0,7,"0069",
13,ganontika,Inside Ganon's Castle,0,7,"00ED",
13,ganontika,Inside Ganon's Castle,0,7,"00BA",
13,ganontika,Inside Ganon's Castle,0,7,"00BC",
13,ganontika,Inside Ganon's Castle,0,7,"0075",
13,ganontika,Inside Ganon's Castle,0,8,"0179",
13,ganontika,Inside Ganon's Castle,0,8,"006B",
13,ganontika,Inside Ganon's Castle,0,8,"0114",
13,ganontika,Inside Ganon's Castle,0,8,"005D",
13,ganontika,Inside Ganon's Castle,0,8,"000D",
13,ganontika,Inside Ganon's Castle,0,8,"000B",
13,ganontika,Inside Ganon's Castle,0,8,"011F",
13,ganontika,Inside Ganon's Castle,0,8,"011C",
13,ganontika,Inside Ganon's Castle,0,9,"0179",
13,ganontika,Inside Ganon's Castle,0,9,"002C",
13,ganontika,Inside Ganon's Castle,0,9,"0024",
13,ganontika,Inside Ganon's Castle,0,9,"000E",
13,ganontika,Inside Ganon's Castle,0,9,"011F",
13,ganontika,Inside Ganon's Castle,0,9,"0114",
13,ganontika,Inside Ganon's Castle,0,9,"0090",
13,ganontika,Inside Ganon's Castle,0,9,"000D",
13,ganontika,Inside Ganon's Castle,0,10,"0179",
13,ganontika,Inside Ganon's Castle,0,10,"000B",
13,ganontika,Inside Ganon's Castle,0,10,"00ED",
13,ganontika,Inside Ganon's Castle,0,10,"00BA",
13,ganontika,Inside Ganon's Castle,0,10,"00A7",
13,ganontika,Inside Ganon's Castle,0,11,"0179",
13,ganontika,Inside Ganon's Castle,0,11,"000B",
13,ganontika,Inside Ganon's Castle,0,11,"00ED",
13,ganontika,Inside Ganon's Castle,0,11,"00BA",
13,ganontika,Inside Ganon's Castle,0,11,"00A7",
13,ganontika,Inside Ganon's Castle,0,11,"0075",
13,ganontika,Inside Ganon's Castle,0,12,"0179",
13,ganontika,Inside Ganon's Castle,0,12,"00A4",
13,ganontika,Inside Ganon's Castle,0,12,"00D4",
13,ganontika,Inside Ganon's Castle,0,12,"000E",
13,ganontika,Inside Ganon's Castle,0,12,"0090",
13,ganontika,Inside Ganon's Castle,0,12,"0114",
13,ganontika,Inside Ganon's Castle,0,12,"0059",
13,ganontika,Inside Ganon's Castle,0,12,"005D",
13,ganontika,Inside Ganon's Castle,0,12,"00B7",
13,ganontika,Inside Ganon's Castle,0,12,"0190",
13,ganontika,Inside Ganon's Castle,0,12,"00A8",
13,ganontika,Inside Ganon's Castle,0,12,"00F2",
13,ganontika,Inside Ganon's Castle,0,12,"00DC",
13,ganontika,Inside Ganon's Castle,0,12,"011C",
13,ganontika,Inside Ganon's Castle,0,13,"0179",
13,ganontika,Inside Ganon's Castle,0,13,"00F1",
13,ganontika,Inside Ganon's Castle,0,13,"016D",
13,ganontika,Inside Ganon's Castle,0,13,"00BA",
13,ganontika,Inside Ganon's Castle,0,13,"00ED",
13,ganontika,Inside Ganon's Castle,0,13,"0087",
13,ganontika,Inside Ganon's Castle,0,13,"0075",
13,ganontika,Inside Ganon's Castle,0,14,"0179",
13,ganontika,Inside Ganon's Castle,0,14,"002C",
13,ganontika,Inside Ganon's Castle,0,14,"0025",
13,ganontika,Inside Ganon's Castle,0,14,"005D",
13,ganontika,Inside Ganon's Castle,0,14,"011C",
13,ganontika,Inside Ganon's Castle,0,14,"009A",
13,ganontika,Inside Ganon's Castle,0,14,"00B7",
13,ganontika,Inside Ganon's Castle,0,14,"0190",
13,ganontika,Inside Ganon's Castle,0,14,"00A8",
13,ganontika,Inside Ganon's Castle,0,15,"0179",
13,ganontika,Inside Ganon's Castle,0,15,"002C",
13,ganontika,Inside Ganon's Castle,0,15,"00BA",
13,ganontika,Inside Ganon's Castle,0,15,"00ED",
13,ganontika,Inside Ganon's Castle,0,15,"009D",
13,ganontika,Inside Ganon's Castle,0,15,"0075",
13,ganontika,Inside Ganon's Castle,0,16,"0179",
13,ganontika,Inside Ganon's Castle,0,16,"000E",
13,ganontika,Inside Ganon's Castle,0,16,"009A",
13,ganontika,Inside Ganon's Castle,0,16,"0168",
13,ganontika,Inside Ganon's Castle,0,16,"004A",
13,ganontika,Inside Ganon's Castle,0,17,"0179",
13,ganontika,Inside Ganon's Castle,0,17,"0085",
13,ganontika,Inside Ganon's Castle,0,17,"000E",
13,ganontika,Inside Ganon's Castle,0,17,"0090",
13,ganontika,Inside Ganon's Castle,0,17,"0038",
13,ganontika,Inside Ganon's Castle,0,17,"011C",
13,ganontika,Inside Ganon's Castle,0,17,"008B",
13,ganontika,Inside Ganon's Castle,0,17,"00B7",
13,ganontika,Inside Ganon's Castle,0,18,"0179",
13,ganontika,Inside Ganon's Castle,0,18,"012A",
13,ganontika,Inside Ganon's Castle,0,18,"0025",
13,ganontika,Inside Ganon's Castle,0,18,"00AB",
13,ganontika,Inside Ganon's Castle,0,18,"000B",
13,ganontika,Inside Ganon's Castle,0,18,"0085",
13,ganontika,Inside Ganon's Castle,0,18,"000E",
13,ganontika,Inside Ganon's Castle,0,18,"0090",
13,ganontika,Inside Ganon's Castle,0,18,"00A4",
13,ganontika,Inside Ganon's Castle,0,19,"0179",
13,ganontika,Inside Ganon's Castle,0,19,"0072",
13,ganontika,Inside Ganon's Castle,0,19,"0073",
13,ganontika,Inside Ganon's Castle,0,19,"00BA",
13,ganontika,Inside Ganon's Castle,0,19,"00ED",
13,ganontika,Inside Ganon's Castle,0,19,"00B3",
13,ganontika,Inside Ganon's Castle,0,19,"0075",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,0,"0139",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,0,"0060",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,0,"014F",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,0,"0156",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,0,"0092",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,1,"0139",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,1,"0060",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,1,"014F",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,1,"0156",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,1,"0032",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,1,"0092",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,2,"0139",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,2,"0060",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,2,"014F",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,2,"0156",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,2,"0092",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,2,"000B",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,3,"0139",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,3,"0060",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,3,"014F",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,3,"0156",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,3,"0092",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,4,"0139",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,4,"0060",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,4,"014F",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,4,"0156",
14,ganon_sonogo,Ganon's Tower (Collapsing),0,4,"0092",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,0,"0139",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,0,"0060",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,0,"014F",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,0,"0139",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,0,"0156",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,0,"0092",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,0,"0098",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,1,"0139",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,1,"0060",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,1,"014F",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,1,"0139",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,1,"0156",
15,ganontikasonogo,Inside Ganon's Castle (Collapsing),0,1,"0092",
16,takaraya,Treasure Chest Shop,0,0,"000E",
16,takaraya,Treasure Chest Shop,0,0,"0155",
16,takaraya,Treasure Chest Shop,0,0,"00BD",
16,takaraya,Treasure Chest Shop,0,0,"00AA",
16,takaraya,Treasure Chest Shop,0,0,"017F",
16,takaraya,Treasure Chest Shop,0,0,"016B",
16,takaraya,Treasure Chest Shop,0,1,"000E",
16,takaraya,Treasure Chest Shop,0,1,"0155",
16,takaraya,Treasure Chest Shop,0,1,"00BD",
16,takaraya,Treasure Chest Shop,0,1,"00AA",
16,takaraya,Treasure Chest Shop,0,1,"017F",
16,takaraya,Treasure Chest Shop,0,1,"016B",
16,takaraya,Treasure Chest Shop,0,2,"000E",
16,takaraya,Treasure Chest Shop,0,2,"0155",
16,takaraya,Treasure Chest Shop,0,2,"00BD",
16,takaraya,Treasure Chest Shop,0,2,"00AA",
16,takaraya,Treasure Chest Shop,0,2,"017F",
16,takaraya,Treasure Chest Shop,0,2,"016B",
16,takaraya,Treasure Chest Shop,0,3,"000E",
16,takaraya,Treasure Chest Shop,0,3,"0155",
16,takaraya,Treasure Chest Shop,0,3,"00BD",
16,takaraya,Treasure Chest Shop,0,3,"00AA",
16,takaraya,Treasure Chest Shop,0,3,"017F",
16,takaraya,Treasure Chest Shop,0,3,"016B",
16,takaraya,Treasure Chest Shop,0,4,"000E",
16,takaraya,Treasure Chest Shop,0,4,"0155",
16,takaraya,Treasure Chest Shop,0,4,"00BD",
16,takaraya,Treasure Chest Shop,0,4,"00AA",
16,takaraya,Treasure Chest Shop,0,4,"017F",
16,takaraya,Treasure Chest Shop,0,4,"016B",
16,takaraya,Treasure Chest Shop,0,5,"000E",
16,takaraya,Treasure Chest Shop,0,5,"0155",
16,takaraya,Treasure Chest Shop,0,5,"00BD",
16,takaraya,Treasure Chest Shop,0,5,"00AA",
16,takaraya,Treasure Chest Shop,0,5,"017F",
16,takaraya,Treasure Chest Shop,0,5,"016B",
16,takaraya,Treasure Chest Shop,0,6,"000E",
16,takaraya,Treasure Chest Shop,0,6,"0155",
16,takaraya,Treasure Chest Shop,0,6,"00BD",
16,takaraya,Treasure Chest Shop,0,6,"00AA",
16,takaraya,Treasure Chest Shop,0,6,"017F",
16,takaraya,Treasure Chest Shop,0,6,"016B",
17,ydan_boss,Gohma's Lair,0,0,"0036",
17,ydan_boss,Gohma's Lair,0,0,"001C",
17,ydan_boss,Gohma's Lair,0,0,"001E",
17,ydan_boss,Gohma's Lair,0,0,"0048",
17,ydan_boss,Gohma's Lair,0,0,"00BD",
17,ydan_boss,Gohma's Lair,0,0,"012B",
17,ydan_boss,Gohma's Lair,0,1,"0036",
17,ydan_boss,Gohma's Lair,0,1,"001C",
17,ydan_boss,Gohma's Lair,0,1,"001E",
17,ydan_boss,Gohma's Lair,0,1,"0048",
17,ydan_boss,Gohma's Lair,0,1,"00BD",
17,ydan_boss,Gohma's Lair,0,1,"012B",
17,ydan_boss,Gohma's Lair,0,1,"000E",
18,ddan_boss,King Dodongo's Lair,0,0,"002B",
18,ddan_boss,King Dodongo's Lair,0,0,"0019",
18,ddan_boss,King Dodongo's Lair,0,0,"000E",
18,ddan_boss,King Dodongo's Lair,0,0,"0031",
18,ddan_boss,King Dodongo's Lair,0,0,"0048",
18,ddan_boss,King Dodongo's Lair,0,0,"00BD",
18,ddan_boss,King Dodongo's Lair,0,1,"002B",
18,ddan_boss,King Dodongo's Lair,0,1,"0019",
18,ddan_boss,King Dodongo's Lair,0,1,"000E",
18,ddan_boss,King Dodongo's Lair,0,1,"0031",
18,ddan_boss,King Dodongo's Lair,0,1,"0048",
18,ddan_boss,King Dodongo's Lair,0,1,"00BD",
19,bdan_boss,Barinade's Lair,0,0,"0096",
19,bdan_boss,Barinade's Lair,0,0,"00A3",
19,bdan_boss,Barinade's Lair,0,0,"008C",
19,bdan_boss,Barinade's Lair,0,0,"0021",
19,bdan_boss,Barinade's Lair,0,0,"0012",
19,bdan_boss,Barinade's Lair,0,0,"0048",
19,bdan_boss,Barinade's Lair,0,0,"00BD",
19,bdan_boss,Barinade's Lair,0,1,"0096",
19,bdan_boss,Barinade's Lair,0,1,"00A3",
19,bdan_boss,Barinade's Lair,0,1,"008C",
19,bdan_boss,Barinade's Lair,0,1,"0021",
19,bdan_boss,Barinade's Lair,0,1,"0012",
19,bdan_boss,Barinade's Lair,0,1,"0048",
19,bdan_boss,Barinade's Lair,0,1,"00BD",
19,bdan_boss,Barinade's Lair,0,1,"000E",
20,moriboss,Phantom Ganon's Lair,0,0,"0037",
20,moriboss,Phantom Ganon's Lair,0,0,"005A",
20,moriboss,Phantom Ganon's Lair,0,0,"0075",
20,moriboss,Phantom Ganon's Lair,0,0,"00BD",
20,moriboss,Phantom Ganon's Lair,0,0,"0048",
20,moriboss,Phantom Ganon's Lair,0,0,"00B0",
20,moriboss,Phantom Ganon's Lair,0,1,"0037",
20,moriboss,Phantom Ganon's Lair,0,1,"005A",
20,moriboss,Phantom Ganon's Lair,0,1,"0075",
20,moriboss,Phantom Ganon's Lair,0,1,"00BD",
20,moriboss,Phantom Ganon's Lair,0,1,"0048",
20,moriboss,Phantom Ganon's Lair,0,1,"00B0",
20,moriboss,Phantom Ganon's Lair,0,1,"000E",
21,fire_bs,Volvagia's Lair,0,0,"002C",
21,fire_bs,Volvagia's Lair,0,0,"00B0",
21,fire_bs,Volvagia's Lair,0,0,"009C",
21,fire_bs,Volvagia's Lair,0,0,"00A5",
21,fire_bs,Volvagia's Lair,0,0,"0075",
21,fire_bs,Volvagia's Lair,0,0,"00BD",
21,fire_bs,Volvagia's Lair,0,0,"0048",
21,fire_bs,Volvagia's Lair,0,1,"002C",
21,fire_bs,Volvagia's Lair,0,1,"00B0",
21,fire_bs,Volvagia's Lair,0,1,"009C",
21,fire_bs,Volvagia's Lair,0,1,"00A5",
21,fire_bs,Volvagia's Lair,0,1,"0075",
21,fire_bs,Volvagia's Lair,0,1,"00BD",
21,fire_bs,Volvagia's Lair,0,1,"0048",
21,fire_bs,Volvagia's Lair,0,1,"000E",
22,mizusin_boss,Morpha's Lair,0,0,"0059",
22,mizusin_boss,Morpha's Lair,0,0,"0048",
22,mizusin_boss,Morpha's Lair,0,0,"0075",
22,mizusin_boss,Morpha's Lair,0,0,"00BD",
22,mizusin_boss,Morpha's Lair,0,0,"0012",
22,mizusin_boss,Morpha's Lair,0,0,"0021",
22,mizusin_boss,Morpha's Lair,0,0,"00B4",
22,mizusin_boss,Morpha's Lair,0,0,"00B0",
22,mizusin_boss,Morpha's Lair,0,1,"0059",
22,mizusin_boss,Morpha's Lair,0,1,"0048",
22,mizusin_boss,Morpha's Lair,0,1,"0075",
22,mizusin_boss,Morpha's Lair,0,1,"00BD",
22,mizusin_boss,Morpha's Lair,0,1,"0012",
22,mizusin_boss,Morpha's Lair,0,1,"0021",
22,mizusin_boss,Morpha's Lair,0,1,"00B4",
22,mizusin_boss,Morpha's Lair,0,1,"00B0",
22,mizusin_boss,Morpha's Lair,0,1,"000E",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,0,"016D",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,0,"00B0",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,1,"016D",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,1,"00B0",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,1,"00C1",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,1,"0090",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,1,"0106",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,1,"00B3",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,1,"016C",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,2,"016D",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,3,"016D",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,3,"00D3",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,3,"00BD",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,3,"0075",
23,jyasinzou_boss,Twinrova's Lair & Iron Knuckle Mini-Boss Room,0,3,"0048",
24,hakadan_boss,Bongo Bongo's Lair,0,0,"0069",
24,hakadan_boss,Bongo Bongo's Lair,0,0,"0048",
24,hakadan_boss,Bongo Bongo's Lair,0,0,"0075",
24,hakadan_boss,Bongo Bongo's Lair,0,0,"00B0",
24,hakadan_boss,Bongo Bongo's Lair,0,0,"00E2",
24,hakadan_boss,Bongo Bongo's Lair,0,0,"00BD",
24,hakadan_boss,Bongo Bongo's Lair,0,1,"0069",
24,hakadan_boss,Bongo Bongo's Lair,0,1,"0048",
24,hakadan_boss,Bongo Bongo's Lair,0,1,"0075",
24,hakadan_boss,Bongo Bongo's Lair,0,1,"00B0",
24,hakadan_boss,Bongo Bongo's Lair,0,1,"00E2",
24,hakadan_boss,Bongo Bongo's Lair,0,1,"00BD",
24,hakadan_boss,Bongo Bongo's Lair,0,1,"000E",
25,ganon_boss,Ganondorf's Lair,0,0,"00E1",
25,ganon_boss,Ganondorf's Lair,0,0,"014F",
25,ganon_boss,Ganondorf's Lair,0,0,"017C",
25,ganon_boss,Ganondorf's Lair,0,0,"017D",
25,ganon_boss,Ganondorf's Lair,0,0,"0060",
25,ganon_boss,Ganondorf's Lair,0,0,"0048",
25,ganon_boss,Ganondorf's Lair,0,0,"012C",
25,ganon_boss,Ganondorf's Lair,0,0,"00B0",
26,ganon_final,Ganondorf's Death Scene (Tower Escape Exterior),0,0,"0060",
26,ganon_final,Ganondorf's Death Scene (Tower Escape Exterior),0,0,"014F",
26,ganon_final,Ganondorf's Death Scene (Tower Escape Exterior),0,0,"0156",
26,ganon_final,Ganondorf's Death Scene (Tower Escape Exterior),0,0,"017D",
26,ganon_final,Ganondorf's Death Scene (Tower Escape Exterior),0,0,"0192",
26,ganon_final,Ganondorf's Death Scene (Tower Escape Exterior),0,0,"0092",
26,ganon_final,Ganondorf's Death Scene (Tower Escape Exterior),0,0,"0048",
27,entra_day,Market Entrance (Child - Day),0,0,"0097",
27,entra_day,Market Entrance (Child - Day),0,0,"016B",
28,entra_night,Market Entrance (Child - Night),0,0,"0097",
28,entra_night,Market Entrance (Child - Night),0,0,"016B",
29,entra_ruins,Market Entrance (Ruins),0,0,"001A",
30,market_alley,Back Alley (Day),0,0,"0107",
30,market_alley,Back Alley (Day),0,0,"0097",
30,market_alley,Back Alley (Day),0,0,"0013",
30,market_alley,Back Alley (Day),0,0,"00C5",
30,market_alley,Back Alley (Day),0,0,"010C",
30,market_alley,Back Alley (Day),0,0,"0108",
30,market_alley,Back Alley (Day),0,0,"0105",
30,market_alley,Back Alley (Day),0,0,"0107",
30,market_alley,Back Alley (Day),0,0,"0111",
30,market_alley,Back Alley (Day),0,0,"0115",
30,market_alley,Back Alley (Day),0,0,"016B",
31,market_alley_n,Back Alley (Night),0,0,"016B",
31,market_alley_n,Back Alley (Night),0,0,"0097",
32,market_day,Market (Child - Day),0,0,"00C5",
32,market_day,Market (Child - Day),0,0,"0105",
32,market_day,Market (Child - Day),0,0,"0107",
32,market_day,Market (Child - Day),0,0,"0108",
32,market_day,Market (Child - Day),0,0,"010D",
32,market_day,Market (Child - Day),0,0,"010C",
32,market_day,Market (Child - Day),0,0,"0111",
32,market_day,Market (Child - Day),0,0,"0013",
32,market_day,Market (Child - Day),0,0,"007C",
32,market_day,Market (Child - Day),0,0,"00E0",
32,market_day,Market (Child - Day),0,0,"016B",
32,market_day,Market (Child - Day),0,0,"0170",
32,market_day,Market (Child - Day),0,0,"016A",
32,market_day,Market (Child - Day),0,0,"0182",
32,market_day,Market (Child - Day),0,0,"018C",
32,market_day,Market (Child - Day),0,0,"017A",
33,market_night,Market (Child - Night),0,0,"0097",
33,market_night,Market (Child - Night),0,0,"00C5",
33,market_night,Market (Child - Night),0,0,"007C",
33,market_night,Market (Child - Night),0,0,"00E0",
33,market_night,Market (Child - Night),0,0,"016B",
33,market_night,Market (Child - Night),0,0,"0111",
33,market_night,Market (Child - Night),0,0,"0182",
33,market_night,Market (Child - Night),0,0,"0170",
33,market_night,Market (Child - Night),0,0,"017A",
34,market_ruins,Market (Ruins),0,0,"001A",
34,market_ruins,Market (Ruins),0,0,"0098",
34,market_ruins,Market (Ruins),0,0,"017A",
35,shrine,Temple of Time Exterior (Day),0,0,"0097",
35,shrine,Temple of Time Exterior (Day),0,0,"017A",
35,shrine,Temple of Time Exterior (Day),0,0,"0188",
35,shrine,Temple of Time Exterior (Day),0,0,"016B",
36,shrine_n,Temple of Time Exterior (Night),0,0,"0097",
36,shrine_n,Temple of Time Exterior (Night),0,0,"017A",
36,shrine_n,Temple of Time Exterior (Night),0,0,"0188",
36,shrine_n,Temple of Time Exterior (Night),0,0,"016B",
37,shrine_r,Temple of Time Exterior (Ruins),0,0,"0097",
37,shrine_r,Temple of Time Exterior (Ruins),0,0,"017A",
37,shrine_r,Temple of Time Exterior (Ruins),0,0,"0188",
38,k_home,Know-It-All Brothers' House,0,0,"00FC",
38,k_home,Know-It-All Brothers' House,0,0,"00FD",
38,k_home,Know-It-All Brothers' House,0,0,"00C5",
38,k_home,Know-It-All Brothers' House,0,0,"012C",
39,k_home3,Twins' House,0,0,"00FC",
39,k_home3,Twins' House,0,0,"00FD",
39,k_home3,Twins' House,0,0,"00C5",
39,k_home3,Twins' House,0,0,"012C",
40,k_home4,Mido's House,0,0,"00C5",
40,k_home4,Mido's House,0,0,"00FC",
40,k_home4,Mido's House,0,0,"00FD",
40,k_home4,Mido's House,0,0,"00FB",
40,k_home4,Mido's House,0,0,"000E",
41,k_home5,Saria's House,0,0,"00FC",
41,k_home5,Saria's House,0,0,"00FD",
41,k_home5,Saria's House,0,0,"00C5",
41,k_home5,Saria's House,0,0,"00BC",
41,k_home5,Saria's House,0,0,"00B7",
42,kakariko,Carpenter Boss's House,0,0,"00C5",
42,kakariko,Carpenter Boss's House,0,0,"0105",
42,kakariko,Carpenter Boss's House,0,0,"0107",
42,kakariko,Carpenter Boss's House,0,0,"0088",
42,kakariko,Carpenter Boss's House,0,0,"010D",
42,kakariko,Carpenter Boss's House,0,0,"010C",
42,kakariko,Carpenter Boss's House,0,0,"0111",
42,kakariko,Carpenter Boss's House,0,0,"0115",
42,kakariko,Carpenter Boss's House,0,0,"0121",
42,kakariko,Carpenter Boss's House,0,0,"0122",
43,kakariko_home3,Back Alley House (Man in Green),0,0,"010C",
43,kakariko_home3,Back Alley House (Man in Green),0,0,"00C5",
43,kakariko_home3,Back Alley House (Man in Green),0,0,"0111",
43,kakariko_home3,Back Alley House (Man in Green),0,0,"0107",
43,kakariko_home3,Back Alley House (Man in Green),0,0,"016B",
43,kakariko_home3,Back Alley House (Man in Green),0,0,"012C",
44,shop,Bazaar,0,0,"005B",
44,shop,Bazaar,0,0,"00B2",
44,shop,Bazaar,0,0,"00D8",
44,shop,Bazaar,0,0,"00B7",
44,shop,Bazaar,0,0,"00C7",
44,shop,Bazaar,0,0,"00DC",
44,shop,Bazaar,0,0,"00BB",
44,shop,Bazaar,0,0,"00CE",
44,shop,Bazaar,0,0,"00C5",
44,shop,Bazaar,0,0,"0107",
44,shop,Bazaar,0,0,"00C9",
44,shop,Bazaar,0,0,"016B",
45,kokiri,Kokiri Shop,0,0,"00FC",
45,kokiri,Kokiri Shop,0,0,"00D8",
45,kokiri,Kokiri Shop,0,0,"00B7",
45,kokiri,Kokiri Shop,0,0,"00CB",
45,kokiri,Kokiri Shop,0,0,"00BB",
45,kokiri,Kokiri Shop,0,0,"00C7",
45,kokiri,Kokiri Shop,0,0,"00B2",
45,kokiri,Kokiri Shop,0,0,"0119",
45,kokiri,Kokiri Shop,0,0,"0101",
45,kokiri,Kokiri Shop,0,0,"0102",
45,kokiri,Kokiri Shop,0,0,"00FD",
45,kokiri,Kokiri Shop,0,0,"00C5",
46,shop_golon,Goron Shop,0,0,"00C9",
46,shop_golon,Goron Shop,0,0,"00B7",
46,shop_golon,Goron Shop,0,0,"00C7",
46,shop_golon,Goron Shop,0,0,"00CE",
46,shop_golon,Goron Shop,0,0,"00B2",
46,shop_golon,Goron Shop,0,0,"00EB",
46,shop_golon,Goron Shop,0,0,"00F2",
46,shop_golon,Goron Shop,0,0,"00F8",
46,shop_golon,Goron Shop,0,0,"0103",
46,shop_golon,Goron Shop,0,0,"00AF",
47,zoora,Zora Shop,0,0,"005B",
47,zoora,Zora Shop,0,0,"00B2",
47,zoora,Zora Shop,0,0,"00B7",
47,zoora,Zora Shop,0,0,"00BB",
47,zoora,Zora Shop,0,0,"00D8",
47,zoora,Zora Shop,0,0,"00EB",
47,zoora,Zora Shop,0,0,"00F4",
47,zoora,Zora Shop,0,0,"00F2",
47,zoora,Zora Shop,0,0,"0104",
47,zoora,Zora Shop,0,0,"00FE",
48,shop_drag,Kakariko Potion Shop,0,0,"0159",
48,shop_drag,Kakariko Potion Shop,0,0,"00B2",
48,shop_drag,Kakariko Potion Shop,0,0,"00EB",
48,shop_drag,Kakariko Potion Shop,0,0,"0173",
48,shop_drag,Kakariko Potion Shop,0,0,"0174",
48,shop_drag,Kakariko Potion Shop,0,0,"0175",
48,shop_drag,Kakariko Potion Shop,0,0,"00F4",
48,shop_drag,Kakariko Potion Shop,0,0,"0176",
48,shop_drag,Kakariko Potion Shop,0,0,"0177",
48,shop_drag,Kakariko Potion Shop,0,0,"0122",
48,shop_drag,Kakariko Potion Shop,0,0,"00BB",
49,shop_alley,Market Potion Shop,0,0,"0159",
49,shop_alley,Market Potion Shop,0,0,"00B2",
49,shop_alley,Market Potion Shop,0,0,"00EB",
49,shop_alley,Market Potion Shop,0,0,"0173",
49,shop_alley,Market Potion Shop,0,0,"0174",
49,shop_alley,Market Potion Shop,0,0,"0175",
